wikidata,department_label,commune_label
Q190407,Pyrénées-Orientales,Estavar
Q273124,Yvelines,Aulnay-sur-Mauldre
Q229629,Meuse,Fains-Véel
Q273133,Val-d'Oise,Osny
Q230063,Meuse,Andernay
Q229860,Meurthe-et-Moselle,Dampvitoux
Q230117,Meuse,Givrauval
Q273145,Haute-Loire,Vieille-Brioude
Q190346,Pyrénées-Orientales,Sournia
Q190567,Vosges,Rupt-sur-Moselle
Q229977,Meurthe-et-Moselle,Bey-sur-Seille
Q128539,Morbihan,Évriguet
Q242689,Cantal,Roannes-Saint-Mary
Q242639,Ain,Izernore
Q190171,Pyrénées-Orientales,Mosset
Q229688,Yonne,Migennes
Q190509,Pyrénées-Atlantiques,Astis
Q242740,Haute-Loire,Autrac
Q128505,Yonne,Percey
Q242569,Essonne,Montgeron
Q242617,Alpes-Maritimes,Èze
Q128627,Yonne,Rugny
Q128637,Morbihan,Saint-Thuriau
Q128580,Yonne,Villenavotte
Q128616,Morbihan,Silfiac
Q128547,Yonne,Tharot
Q273085,Gard,La Bruguière
Q190268,Pyrénées-Orientales,Souanyas
Q230124,Meuse,Érize-la-Petite
Q273122,Val-d'Oise,Moussy
Q273127,Haute-Corse,Occhiatana
Q190714,Pyrénées-Atlantiques,Viellenave-d'Arthez
Q242679,Puy-de-Dôme,Vichel
Q230171,Meurthe-et-Moselle,Bezange-la-Grande
Q190506,Pyrénées-Orientales,Sainte-Marie-la-Mer
Q230204,Meurthe-et-Moselle,Chenières
Q230204,Moselle,Chenières
Q128533,Morbihan,Tréal
Q229853,Meuse,Saint-Joire
Q242721,Cantal,Vabres
Q190587,Haute-Vienne,La Croisille-sur-Briance
Q273116,Yvelines,Boissy-Mauvoisin
Q190700,Haute-Vienne,Saint-Gence
Q273162,Val-d'Oise,Beauchamp
Q243002,Bouches-du-Rhône,Cassis
Q190537,Haute-Vienne,Saint-Gilles-les-Forêts
Q128716,Morbihan,Sarzeau
Q230212,Meuse,Woimbey
Q190945,Creuse,Mainsat
Q242830,Allier,Courçais
Q128729,Yonne,Saint-Maurice-Thizouaille
Q273142,Gard,Saint-Laurent-le-Minier
Q128648,Morbihan,Ploeren
Q128643,Val-de-Marne,L'Haÿ-les-Roses
Q190914,Pyrénées-Atlantiques,Guinarthe-Parenties
Q190775,Haute-Vienne,Peyrilhac
Q230161,Meuse,Aincreville
Q273198,Val-d'Oise,Longuesse
Q190964,Hérault,Cruzy
Q242837,Puy-de-Dôme,Dore-l'Église
Q273202,Gard,Poulx
Q190649,Haute-Vienne,Villefavard
Q230121,Meurthe-et-Moselle,Dommartin-la-Chaussée
Q242843,Allier,Chazemais
Q230376,Ille-et-Vilaine,Cintré
Q230365,Ille-et-Vilaine,Montgermont
Q128651,Yonne,Island
Q128691,Morbihan,Saint-Allouestre
Q273239,Val-d'Oise,Chaumontel
Q190931,Hérault,Saint-Vincent-de-Barbeyrargues
Q242794,Cantal,Les Ternes
Q273258,Haute-Loire,Saint-Pierre-Eynac
Q230358,Ille-et-Vilaine,Talensac
Q273251,Yvelines,Millemont
Q190974,Haute-Vienne,Oradour-sur-Glane
Q190862,Haute-Vienne,Chéronnac
Q190827,Saône-et-Loire,Autun
Q230251,Meurthe-et-Moselle,Saulxures-lès-Vannes
Q273255,Gard,Fontarèches
Q242958,Haute-Loire,La Chapelle-d'Aurec
Q273261,Gard,Sernhac
Q243034,Seine-et-Marne,Solers
Q128741,Morbihan,Pleucadeuc
Q190895,Pyrénées-Orientales,Villelongue-dels-Monts
Q273265,Puy-de-Dôme,Mazoires
Q242983,Seine-et-Marne,Vaux-le-Pénil
Q243012,Alpes-Maritimes,Biot
Q191083,Creuse,Saint-Éloi
Q231097,Pas-de-Calais,Zutkerque
Q128695,Yonne,Venizy
Q128800,Yonne,Villefargeau
Q231180,Nord,Zuydcoote
Q128671,Morbihan,Le Cours
Q191008,Pyrénées-Orientales,Saint-Féliu-d'Avall
Q273245,Yvelines,Mareil-le-Guyon
Q273248,Gard,Saze
Q231195,Nord,Zuytpeene
Q191094,Pyrénées-Orientales,Castelnou
Q191119,Yvelines,Rambouillet
Q273242,Gard,Rochefort-du-Gard
Q128745,Morbihan,Le Palais
Q243055,Val-de-Marne,Santeny
Q128732,Yonne,Ormoy
Q273290,Gard,Salindres
Q243028,Ain,Giron
Q191063,Pyrénées-Orientales,Corneilla-del-Vercol
Q243024,Gard,Saint-Gilles
Q231754,Ille-et-Vilaine,Trévérien
Q231720,Calvados,Honfleur
Q191141,Hérault,Sète
Q128809,Morbihan,Larré
Q273295,Haute-Loire,Vorey
Q273270,Gard,Vic-le-Fesq
Q191048,Haute-Vienne,Jabreilles-les-Bordes
Q190988,Aude,Coustaussa
Q128858,Morbihan,Sulniac
Q231355,Ille-et-Vilaine,Ercé-en-Lamée
Q243074,Gard,Pont-Saint-Esprit
Q191140,Corrèze,Clergoux
Q191128,Vosges,Aulnois
Q273297,Allier,Ébreuil
Q128863,Morbihan,Priziac
Q243032,Indre-et-Loire,Azay-le-Rideau
Q243104,Ain,Vonnas
Q128885,Morbihan,Riantec
Q231759,Ille-et-Vilaine,Poilley
Q128846,Yonne,Quenne
Q128853,Morbihan,Saint-Jean-la-Poterie
Q191126,Charente-Maritime,Saintes
Q243100,Bouches-du-Rhône,Les Pennes-Mirabeau
Q128826,Yonne,Val-de-Mercy
Q231829,Ille-et-Vilaine,Landéan
Q231837,Ille-et-Vilaine,Saint-Christophe-des-Bois
Q243097,Ain,Seyssel
Q231554,Bouches-du-Rhône,La Ciotat
Q243136,Val-de-Marne,Ormesson-sur-Marne
Q128878,Morbihan,Saint-Abraham
Q273323,Ain,Échallon
Q273344,Haute-Loire,Saint-Hostien
Q231972,Meurthe-et-Moselle,Bouxières-aux-Chênes
Q128783,Morbihan,Quiberon
Q231894,Meurthe-et-Moselle,Erbéviller-sur-Amezule
Q273272,Haute-Loire,Lissac
Q273333,Haute-Saône,Échavanne
Q243135,Gironde,Ambès
Q243107,Ain,Cerdon
Q243077,Val-de-Marne,Valenton
Q128914,Yonne,Sementron
Q191179,Corrèze,Condat-sur-Ganaveix
Q231771,Ille-et-Vilaine,Montfort-sur-Meu
Q231918,Meurthe-et-Moselle,Cerville
Q273364,Haute-Loire,Saint-Austremoine
Q273367,Corse-du-Sud,Guitera-les-Bains
Q273301,Corse-du-Sud,Fozzano
Q128893,Yonne,Jaulges
Q128899,Morbihan,Saint-Perreux
Q243111,Dordogne,Domme
Q273345,Charente-Maritime,Échebrune
Q231912,Meurthe-et-Moselle,Clérey-sur-Brenon
Q243231,Seine-et-Marne,Courquetaine
Q243183,Seine-et-Marne,Donnemarie-Dontilly
Q243302,Val-d'Oise,Butry-sur-Oise
Q231981,Meurthe-et-Moselle,Borville
Q231904,Meurthe-et-Moselle,Diarville
Q128865,Yonne,Leugny
Q232013,Meurthe-et-Moselle,Burthecourt-aux-Chênes
Q273368,Haute-Loire,Saint-Maurice-de-Lignon
Q191357,Gironde,Cardan
Q243329,Seine-et-Marne,Beaumont-du-Gâtinais
Q273359,Haute-Saône,Échenans-sous-Mont-Vaudois
Q191410,Dordogne,Saint-Rabier
Q273355,Doubs,Échenans
Q191242,Corrèze,Saint-Paul
Q128928,Morbihan,Taupont
Q273337,Doubs,Échay
Q243317,Bouches-du-Rhône,Marignane
Q128923,Morbihan,La Trinité-Porhoët
Q243155,Seine-et-Marne,Forges
Q128950,Morbihan,Surzur
Q243212,Val-d'Oise,Beaumont-sur-Oise
Q232021,Meurthe-et-Moselle,Cirey-sur-Vezouze
Q191294,Dordogne,La Douze
Q128948,Yonne,Nitry
Q273370,Corse-du-Sud,Salice
Q128962,Morbihan,Rohan
Q128872,Morbihan,Pluherlin
Q191308,Dordogne,Javerlhac-et-la-Chapelle-Saint-Robert
Q243260,Val-d'Oise,Fosses
Q128959,Morbihan,Saint-Congard
Q232138,Calvados,Canchy
Q273361,Corse-du-Sud,Zigliara
Q273374,Haute-Saône,Échenoz-la-Méline
Q191262,Dordogne,Saint-Vincent-de-Connezac
Q273372,Haute-Loire,Saint-Étienne-du-Vigan
Q191415,Hauts-de-Seine,Asnières-sur-Seine
Q243331,Yvelines,Fontenay-le-Fleury
Q128980,Morbihan,Radenac
Q191388,Dordogne,Monplaisant
Q191396,Hérault,Agde
Q128968,Morbihan,Quistinic
Q232135,Pyrénées-Atlantiques,Saint-Jean-de-Luz
Q243376,Seine-et-Marne,Boissise-la-Bertrand
Q232313,Calvados,Barbery
Q128901,Morbihan,Saint-Guyomard
Q128946,Morbihan,Saint-Vincent-sur-Oust
Q243382,Seine-et-Marne,La Houssaye-en-Brie
Q232080,Calvados,Campigny
Q243284,Val-d'Oise,Boisemont
Q129002,Morbihan,Plouay
Q273377,Corse-du-Sud,Bocognano
Q191454,Corrèze,Saint-Martial-Entraygues
Q233733,Ain,Ferney-Voltaire
Q243379,Seine-et-Marne,Montereau-sur-le-Jard
Q128988,Yonne,Poilly-sur-Serein
Q273386,Gironde,Bagas
Q243363,Seine-et-Marne,La Chapelle-la-Reine
Q128974,Morbihan,Saint-Nolff
Q273384,Haute-Loire,Saint-Julien-des-Chazes
Q191612,Dordogne,Baneuil
Q191520,Dordogne,La Coquille
Q191500,Somme,Punchy
Q128997,Morbihan,Pluneret
Q273378,Haute-Saône,Échenoz-le-Sec
Q232183,Calvados,Chouain
Q232243,Calvados,Castillon
Q243385,Seine-et-Marne,Chauffry
Q191639,Gironde,Lartigue
Q232060,Calvados,Bellengreville
Q191548,Dordogne,Sainte-Foy-de-Longas
Q273410,Deux-Sèvres,Échiré
Q233133,Gironde,La Teste-de-Buch
Q243388,Seine-et-Marne,Savins
Q191460,Gironde,Arcachon
Q273415,Ardèche,Davézieux
Q273401,Charente-Maritime,Échillais
Q191762,Dordogne,Saint-Martin-de-Ribérac
Q191705,Dordogne,Borrèze
Q232567,Bouches-du-Rhône,Salon-de-Provence
Q243392,Seine-et-Marne,Le Pin
Q243395,Seine-et-Marne,Fouju
Q243402,Seine-et-Marne,Saint-Mard
Q234361,Calvados,Hérouville-Saint-Clair
Q191497,Gironde,Isle-Saint-Georges
Q273427,Calvados,Ranville
Q129024,Yonne,Grimault
Q234270,Drôme,Montélimar
Q243358,Seine-et-Marne,Bannost-Villegagnon
Q234281,Var,Saint-Raphaël
Q273421,Calvados,Évrecy
Q128990,Morbihan,Plumelec
Q234704,Ille-et-Vilaine,Vitré
Q273397,Doubs,Échevannes
Q191677,Dordogne,Nanteuil-Auriac-de-Bourzac
Q233909,Val-de-Marne,Alfortville
Q191772,Lozère,Mende
Q129231,Yonne,Fontenay-sous-Fouronnes
Q234205,Alpes-Maritimes,Vallauris
Q273380,Corse-du-Sud,Valle-di-Mezzana
Q273431,Alpes-Maritimes,Roquebillière
Q129054,Yonne,Vault-de-Lugny
Q273441,Savoie,École
Q234719,Essonne,Sainte-Geneviève-des-Bois
Q191757,Dordogne,Saint-Vincent-sur-l'Isle
Q273471,Haute-Loire,Frugerès-les-Mines
Q129103,Yonne,Magny
Q129178,Yonne,Hauterive
Q234728,Hauts-de-Seine,Vanves
Q243400,Seine-et-Marne,Ville-Saint-Jacques
Q129254,Yonne,Sambourg
Q243470,Seine-et-Marne,Juilly
Q273428,Corse-du-Sud,Ambiegna
Q273443,Corse-du-Sud,Levie
Q243398,Seine-et-Marne,Égligny
Q191777,Gironde,Mourens
Q191804,Dordogne,Rouffignac-de-Sigoulès
Q243410,Seine-et-Marne,Chartronges
Q243404,Seine-et-Marne,Villeneuve-les-Bordes
Q273644,Landes,Biscarrosse
Q243428,Cantal,Narnhac
Q191754,Pyrénées-Atlantiques,Hendaye
Q243407,Seine-et-Marne,Chevrainvilliers
Q191784,Corrèze,Meymac
Q273473,Corse-du-Sud,Santa-Maria-Siché
Q234743,Hauts-de-Seine,Puteaux
Q191727,Dordogne,Saint-Geyrac
Q191743,Corrèze,Saint-Jal
Q191846,Corrèze,Saint-Aulaire
Q129432,Yonne,Villiers-les-Hauts
Q129299,Yonne,Pimelles
Q273660,Corse-du-Sud,Corrano
Q234924,Bouches-du-Rhône,Tarascon
Q129640,Yonne,Vassy-sous-Pisy
Q243566,Pas-de-Calais,Carvin
Q243583,Seine-et-Marne,Les Écrennes
Q129390,Yonne,Sennevoy-le-Haut
Q234274,Alpes-de-Haute-Provence,Manosque
Q129276,Yonne,Fulvy
Q129338,Yonne,Mercy
Q191765,Pyrénées-Atlantiques,Anglet
Q243564,Cantal,Saint-Pierre
Q191800,Dordogne,Négrondes
Q243579,Ain,Meximieux
Q191878,Dordogne,La Chapelle-Grésignac
Q273670,Sarthe,Écommoy
Q234735,Hauts-de-Seine,Meudon
Q273435,Gironde,Budos
Q191856,Ain,Oyonnax
Q129685,Yonne,Paroy-en-Othe
Q234769,Gironde,Gradignan
Q235208,Pyrénées-Atlantiques,Ciboure
Q129204,Yonne,Girolles
Q235382,Finistère,Quimperlé
Q273477,Haute-Loire,Saint-Geneys-près-Saint-Paulien
Q198316,Côte-d'Or,Beaulieu
Q201549,Var,Tourrettes
Q273445,Doubs,École-Valentin
Q129738,Yonne,Saint-Brancher
Q273573,Côte-d'Or,Alise-Sainte-Reine
Q191887,Lozère,Montbel
Q243396,Seine-et-Marne,Nanteau-sur-Essonne
Q273678,Corse-du-Sud,Cauro
Q201634,Dordogne,Teyjat
Q192038,Landes,Orx
Q129770,Lot-et-Garonne,Duras
Q201702,Dordogne,Vitrac
Q201677,Dordogne,Sourzac
Q192070,Aude,Sonnac-sur-l'Hers
Q198319,Côte-d'Or,Bellenod-sur-Seine
Q371094,Eure,Le Vaudreuil
Q201591,Corrèze,Sérilhac
Q129856,Yonne,Jussy
Q130021,Yonne,Venouse
Q129826,Yonne,Tharoiseau
Q371124,Dordogne,La Cassagne
Q198315,Côte-d'Or,Aignay-le-Duc
Q129971,Yonne,Quincerot
Q129998,Yonne,Mailly-la-Ville
Q201758,Vosges,Pouxeux
Q371197,Doubs,Corcelles-Ferrières
Q235297,Côtes-d'Armor,Tréguier
Q191942,Landes,Lahosse
Q201760,Gironde,Saint-Médard-de-Guizières
Q201807,Doubs,Dannemarie
Q198246,Vosges,Cleurie
Q129527,Yonne,Sommecaise
Q198267,Dordogne,Firbeix
Q191986,Landes,Larbey
Q198318,Côte-d'Or,Beaunotte
Q129886,Yonne,Menades
Q371610,Loir-et-Cher,Fontaines-en-Sologne
Q192051,Aude,Peyrens
Q371248,Haute-Vienne,Le Palais-sur-Vienne
Q201906,Corrèze,Uzerche
Q130007,Yonne,Roffey
Q371638,Côtes-d'Armor,Pleslin-Trigavou
Q198323,Côte-d'Or,Duesme
Q235300,Gironde,Lormont
Q192074,Aude,Saint-Marcel-sur-Aude
Q130225,Yonne,Varennes
Q371194,Calvados,Géfosse-Fontenay
Q192059,Lozère,Le Pompidou
Q198324,Côte-d'Or,Échalot
Q130196,Yonne,Looze
Q201784,Gironde,Saint-Loubès
Q130184,Yonne,Viviers
Q192117,Vosges,Gerbamont
Q130128,Yonne,Vincelles
Q198325,Côte-d'Or,Étalante
Q192153,Gironde,Périssac
Q192092,Aude,Mazerolles-du-Razès
Q198327,Côte-d'Or,Meulson
Q130106,Yonne,Maligny
Q130061,Yonne,Montigny-la-Resle
Q371961,Tarn,Blaye-les-Mines
Q201725,Dordogne,Saint-Front-sur-Nizonne
Q201827,Gironde,Lignan-de-Bordeaux
Q201870,Aude,Quirbajou
Q192086,Dordogne,Saint-Étienne-de-Puycorbier
Q201952,Dordogne,Beauregard-et-Bassac
Q192216,Haute-Vienne,Les Grands-Chézeaux
Q130157,Yonne,Vireaux
Q130138,Yonne,Senan
Q371669,Gers,Moncorneil-Grazan
Q371302,Gironde,Saint-Gervais
Q371412,Ardennes,Blagny
Q198321,Côte-d'Or,Busseaut
Q198483,Pyrénées-Atlantiques,Aast
Q371540,Calvados,Saint-Aubin-des-Bois
Q130272,Eure-et-Loir,Chartres
Q192166,Ain,Ambérieu-en-Bugey
Q371623,Meurthe-et-Moselle,Saint-Remimont
Q371649,Nièvre,Dornes
Q372111,Seine-Saint-Denis,Romainville
Q198326,Côte-d'Or,Mauvilly
Q192168,Hérault,Saint-Jean-de-Védas
Q192140,Aude,Fontiers-Cabardès
Q201934,Corrèze,Saint-Julien-le-Vendômois
Q192128,Creuse,Magnat-l'Étrange
Q202010,Gironde,Saint-Laurent-Médoc
Q130335,Yonne,Pourrain
Q198401,Vosges,Dounoux
Q130277,Yonne,Villy
Q130278,Yonne,Rouvray
Q198506,Hérault,Jacou
Q371826,Puy-de-Dôme,Champétières
Q202047,Gironde,Caumont
Q202131,Dordogne,Villamblard
Q130239,Yonne,Givry
Q192266,Hérault,Saint-Jean-de-Buèges
Q192255,Aude,Les Ilhes
Q130296,Yonne,Merry-Sec
Q372218,Yvelines,Plaisir
Q198464,Vosges,Les Forges
Q372476,Yvelines,Tacoignières
Q202096,Gironde,Civrac-de-Blaye
Q130301,Yonne,Villon
Q372108,Vosges,Thuillières
Q130495,Yonne,Mouffy
Q198480,Vosges,Gugney-aux-Aulx
Q201986,Dordogne,Bars
Q202118,Corrèze,Aubazines
Q372094,Jura,Dammartin-Marpain
Q198430,Hérault,Poujols
Q198494,Vosges,Longchamp
Q372216,Pas-de-Calais,Fiefs
Q201982,Hauts-de-Seine,Clichy
Q192277,Gironde,Ladaux
Q372051,Charente-Maritime,Sainte-Même
Q198345,Vosges,Darnieulles
Q198543,Vosges,Golbey
Q201963,Saône-et-Loire,Mouthier-en-Bresse
Q192178,Aude,Roquefère
Q192241,Haute-Vienne,Saint-Jouvent
Q202104,Dordogne,Bouniagues
Q131329,Pas-de-Calais,Arras
Q372281,Essonne,Orsay
Q198629,Hérault,Valros
Q198646,Ardèche,Étables
Q192294,Aude,Argeliers
Q202147,Gironde,Saint-Hilaire-de-la-Noaille
Q192363,Lozère,Balsièges
Q198594,Ardèche,Saint-Barthélemy-le-Plain
Q192323,Aude,Pomas
Q192312,Aude,Molandier
Q372887,Charente-Maritime,Saint-Seurin-de-Palenne
Q372289,Nièvre,Metz-le-Comte
Q198573,Aude,Fanjeaux
Q202143,Gironde,Saint-Sauveur
Q202234,Haute-Vienne,Eybouleuf
Q130328,Yonne,Rosoy
Q202097,Somme,Roisel
Q372691,Loire-Atlantique,La Montagne
Q202124,Dordogne,Issigeac
Q130994,Haut-Rhin,Colmar
Q372812,Ariège,Bompas
Q202157,Haute-Vienne,Fromental
Q198648,Ardèche,Sécheras
Q202315,Hérault,Mas-de-Londres
Q192385,Aude,La Pomarède
Q198509,Pyrénées-Orientales,Corneilla-de-Conflent
Q198761,Haute-Vienne,Saint-Cyr
Q192339,Aude,Rodome
Q130461,Yonne,Gigny
Q132186,Haute-Savoie,Entrevernes
Q198624,Vosges,Le Thillot
Q372882,Calvados,Mondeville
Q198599,Ardèche,Plats
Q131600,Ille-et-Vilaine,Dinard
Q372826,Eure-et-Loir,Flacey
Q132671,Pyrénées-Atlantiques,Pau
Q198653,Ardèche,Boucieu-le-Roi
Q198762,Essonne,Itteville
Q372397,Saône-et-Loire,Mont-Saint-Vincent
Q202187,Haute-Vienne,Saint-Léger-Magnazeix
Q192378,Val-de-Marne,Champigny-sur-Marne
Q198756,Vosges,Fomerey
Q132801,Tarn,Albi
Q198705,Vosges,Saint-Pierremont
Q132404,Cher,Bourges
Q202378,Finistère,Ouessant
Q373026,Haute-Corse,Santa-Maria-Poggio
Q202288,Haute-Vienne,Lussac-les-Églises
Q373099,Tarn-et-Garonne,Durfort-Lacapelette
Q202374,Finistère,Châteaulin
Q373135,Seine-Maritime,Nullemont
Q202368,Finistère,Morlaix
Q192426,Vosges,Le Val-d'Ajol
Q132818,Hautes-Pyrénées,Omex
Q198764,Hérault,Vendémian
Q192368,Alpes-Maritimes,Vence
Q132067,Jura,Chaux-des-Crotenay
Q192449,Lozère,Les Monts-Verts
Q198830,Vosges,Auzainvilliers
Q373299,Marne,Puisieulx
Q131957,Loiret,Chevilly
Q372483,Yvelines,Jouy-en-Josas
Q198650,Hérault,Lodève
Q202445,Calvados,Cabourg
Q192511,Gironde,Lerm-et-Musset
Q373062,Haute-Saône,Courtesoult-et-Gatey
Q192438,Gironde,Bègles
Q132790,Pyrénées-Atlantiques,Biarritz
Q373535,Lot-et-Garonne,Cahuzac
Q202436,Haute-Vienne,Royères
Q202439,Haute-Corse,Calvi
Q373245,Calvados,Saint-Germain-la-Blanche-Herbe
Q373618,Vaucluse,Buisson
Q202549,Dordogne,Grand-Brassac
Q199065,Dordogne,Azerat
Q373404,Maine-et-Loire,Nuaillé
Q199011,Vosges,Domèvre-sur-Avière
Q192494,Hérault,Rosis
Q192458,Aude,Payra-sur-l'Hers
Q133069,Ain,Bourg-en-Bresse
Q192478,Hérault,Lavérune
Q199047,Corrèze,Noailhac
Q192481,Gironde,Talence
Q133774,Ardèche,Vaudevant
Q133776,Ardèche,Saint-Victor
Q199112,Côte-d'Or,Minot
Q198864,Hérault,Roqueredonde
Q192461,Gironde,Le Bouscat
Q132847,Côtes-d'Armor,Saint-Hervé
Q133779,Ardèche,Saint-Jeure-d'Andaure
Q202455,Ain,Bâgé-le-Châtel
Q192580,Meurthe-et-Moselle,Sancy
Q192580,Moselle,Sancy
Q373482,Eure,Coudray
Q192589,Meurthe-et-Moselle,Anderny
Q202562,Gironde,Blaye
Q373627,Marne,Selles
Q202561,Eure,Pont-de-l'Arche
Q373684,Hérault,Lieuran-Cabrières
Q133775,Ardèche,Colombier-le-Vieux
Q198970,Vosges,Xaffévillers
Q192548,Gironde,Saint-Émilion
Q133810,Ardèche,Bozas
Q202486,Haute-Vienne,Saint-Priest-sous-Aixe
Q199081,Corrèze,Gumond
Q373445,Seine-Maritime,Bois-Himont
Q192545,Haute-Vienne,Saint-Julien-le-Petit
Q199109,Dordogne,Saint-Méard-de-Drône
Q202560,Vaucluse,Carpentras
Q373927,Côte-d'Or,Saulieu
Q133790,Ardèche,Lafarre
Q202545,Haute-Vienne,Saint-Sylvestre
Q373935,Doubs,Consolation-Maisonnettes
Q192563,Gironde,Saint-André-et-Appelles
Q192574,Var,Hyères
Q199113,Côte-d'Or,Moitron
Q199114,Côte-d'Or,Origny
Q133828,Pyrénées-Atlantiques,L'Hôpital-Saint-Blaise
Q373966,Aude,Villefort
Q374050,Finistère,Primelin
Q373919,Allier,Marcillat-en-Combraille
Q133782,Ardèche,Devesset
Q373944,Pas-de-Calais,Allouagne
Q202451,Ain,Gex
Q202565,Manche,Coutances
Q373762,Nord,Saint-Vaast-en-Cambrésis
Q133777,Ardèche,Saint-Félicien
Q133811,Ardèche,Labatie-d'Andaure
Q199186,Dordogne,Manzac-sur-Vern
Q202620,Hérault,Loupian
Q192633,Lozère,La Fage-Montivernoux
Q373969,Gironde,Sauternes
Q373928,Marne,Saint-Brice-Courcelles
Q199148,Corrèze,Nespouls
Q199115,Côte-d'Or,Quemigny-sur-Seine
Q192644,Lozère,Saint-Laurent-de-Muret
Q192599,Vosges,Maroncourt
Q192645,Lozère,Saint-Étienne-du-Valdonnez
Q192679,Lozère,Pierrefiche
Q134197,Vaucluse,Lafare
Q199122,Dordogne,Bourg-des-Maisons
Q134324,Côte-d'Or,Arcey
Q373666,Seine-Maritime,Fresquiennes
Q199160,Gironde,Uzeste
Q374059,Haute-Marne,Saint-Blin
Q199116,Côte-d'Or,Rochefort-sur-Brévon
Q199238,Dordogne,La Roche-Chalais
Q192732,Lozère,Saint-Jean-la-Fouillouse
Q192622,Lozère,Marchastel
Q202608,Creuse,La Brionne
Q134323,Côte-d'Or,Ancey
Q374183,Alpes-de-Haute-Provence,Peyruis
Q192693,Lozère,Chauchailles
Q192698,Lozère,Lanuéjols
Q192716,Lozère,Saint-Flour-de-Mercoire
Q202619,Haute-Saône,Fleurey-lès-Faverney
Q192684,Lozère,Cubiérettes
Q202764,Hérault,Saint-Georges-d'Orques
Q202647,Hérault,Octon
Q199227,Dordogne,Saint-Mayme-de-Péreyrol
Q199117,Côte-d'Or,Saint-Germain-le-Rocheux
Q202580,Corrèze,Saint-Hilaire-Foissac
Q202596,Corrèze,Saint-Bonnet-près-Bort
Q374530,Charente-Maritime,Romazières
Q202723,Creuse,Saint-Georges-Nigremont
Q192713,Lozère,Recoules-d'Aubrac
Q199347,Corrèze,Saint-Ybard
Q374270,Marne,Mondement-Montgivroux
Q134326,Côte-d'Or,Barbirey-sur-Ouche
Q202743,Creuse,Lizières
Q374147,Isère,La Motte-Saint-Martin
Q202705,Haute-Vienne,Saint-Hilaire-la-Treille
Q134204,Loire-Atlantique,Blain
Q199305,Corrèze,Naves
Q374954,Vaucluse,Auribeau
Q133826,Ardèche,Arlebosc
Q192739,Lozère,Sainte-Hélène
Q374231,Deux-Sèvres,Champdeniers
Q374876,Pyrénées-Atlantiques,Laruns
Q199168,Dordogne,Cause-de-Clérans
Q134322,Côte-d'Or,Agey
Q134325,Côte-d'Or,Aubigny-lès-Sombernon
Q199366,Dordogne,Molières
Q374741,Gers,Manas-Bastanous
Q192773,Seine-Saint-Denis,Aulnay-sous-Bois
Q192791,Vosges,La Neuveville-sous-Montfort
Q199270,Dordogne,Saint-Hilaire-d'Estissac
Q192815,Lozère,Les Salces
Q192750,Meurthe-et-Moselle,Repaix
Q202995,Aude,Miraval-Cabardès
Q374472,Ariège,Urs
Q134401,Côte-d'Or,Gissey-sur-Ouche
Q374510,Lozère,Esclanèdes
Q134329,Côte-d'Or,Blaisy-Haut
Q202829,Ain,Apremont
Q199455,Corrèze,Saint-Yrieix-le-Déjalat
Q199331,Gironde,Belvès-de-Castillon
Q192722,Lozère,Grandvals
Q202773,Dordogne,Sainte-Radegonde
Q202940,Haute-Vienne,La Roche-l'Abeille
Q134346,Charente,Angoulême
Q202947,Corrèze,Eyrein
Q199434,Pyrénées-Atlantiques,Moncaup
Q134327,Côte-d'Or,Baulme-la-Roche
Q134399,Côte-d'Or,Échannay
Q375028,Cantal,Arpajon-sur-Cère
Q203114,Sarthe,Le Breil-sur-Mérize
Q199439,Dordogne,Varennes
Q203051,Haute-Corse,Zilia
Q134330,Côte-d'Or,Bussy-la-Pesle
Q192799,Lozère,Chastel-Nouvel
Q374333,Tarn,Salvagnac
Q199452,Dordogne,Montagnac-la-Crempse
Q199441,Dordogne,Saint-Cassien
Q375005,Aude,Chalabre
Q192827,Lozère,Fraissinet-de-Fourques
Q203038,Dordogne,Saint-Germain-de-Belvès
Q192740,Lot-et-Garonne,Fourques-sur-Garonne
Q192744,Aude,Limoux
Q203144,Creuse,Le Bourg-d'Hem
Q134331,Côte-d'Or,Drée
Q134402,Côte-d'Or,Grenant-lès-Sombernon
Q134328,Côte-d'Or,Blaisy-Bas
Q192901,Lozère,Le Buisson
Q199409,Dordogne,Le Fleix
Q375151,Vaucluse,La Bastide-des-Jourdans
Q134403,Côte-d'Or,Grosbois-en-Montagne
Q134404,Côte-d'Or,Mâlain
Q199449,Gironde,Arbanats
Q203182,Corrèze,Bort-les-Orgues
Q192910,Aude,Villefloure
Q203271,Aude,Laroque-de-Fa
Q203212,Creuse,Saint-Alpinien
Q199457,Gironde,Montagne
Q134405,Côte-d'Or,Mesmont
Q199470,Aude,Terroles
Q199464,Gironde,Saint-Seurin-de-Bourg
Q192878,Lozère,Pied-de-Borne
Q134400,Côte-d'Or,Gergueil
Q375303,Drôme,La Bégude-de-Mazenc
Q203278,Aveyron,Millau
Q375292,Gard,Saint-Étienne-des-Sorts
Q203083,Hérault,Boisseron
Q199478,Aude,Bram
Q199477,Dordogne,Sadillac
Q192787,Lozère,Lajo
Q134408,Côte-d'Or,Prâlon
Q375177,Ardennes,Sault-Saint-Remy
Q375327,Gard,Saint-Ambroix
Q375100,Indre-et-Loire,Nouans-les-Fontaines
Q375109,Haute-Marne,Allichamps
